order_item_id,order_id,product_id,quantity,unit_price
500088,100059,1056,1,183.82
500089,100060,1182,2,29.75
500090,100061,1004,2,633.8
500091,100062,1033,1,326.17
500092,100063,1138,1,106.07
500093,100064,1147,1,20.97
500094,100065,1228,1,$52.91
500095,100066,1081,1,$77.63
500096,100067,1233,1,60.66
500097,100067,1163,1,73.41
500098,100068,1176,1,29.98
500099,100068,1230,1,34.77
500100,100068,1021,1,295.87
500101,100069,1115,1,32.86
500102,100070,1104,1,50.46
500103,100071,1165,1,73.93
500104,100072,1278,1,258.78
500105,100073,1231,1,45.12
500106,100073,1223,1,46.47
500107,100074,1220,2,46.65
500108,100075,1255,1,174.83
500109,100076,1002,1,222.51
500110,100077,1182,1,33.72
500111,100078,1097,1,105.58
500112,100078,1138,3,101.25
500113,100079,1186,-2,60.2
500114,100080,1235,2,26.38
500115,100080,1217,1,33.64
500116,100081,1289,3,$113.16
500117,100082,1168,1,11.01
500118,100083,1173,1,48.66
500119,100083,1174,3,31.43
500120,100084,1196,0,20.63
500121,100085,1255,1,191.59
500122,100085,1232,1,44.67
500123,100086,1208,1,38.58
500124,100086,1228,1,41.97
500125,100087,1163,1,70.75
500126,100088,1024,2,158.82
500127,100088,1190,1,32.19
500128,100088,1148,2,19.49
500129,100089,1220,1,49.88
500130,100089,1184,1,34.08
500131,100089,1069,1,80.6
500132,100090,1235,1,26.42
500133,100090,1059,1,142.82
500134,100091,1239,1,13.94
500135,100091,1209,1,16.65
500136,100092,1007,1,427.0
500137,100092,1247,-2,44.96
500138,100093,1092,2,114.91
500139,100094,1079,2,32.32
500140,100095,1254,2,115.8
500141,100095,1082,1,58.55
500142,100096,1072,1,37.81
500143,100096,1088,1,89.56
500144,100096,1228,1,46.53
500145,100097,1194,1,$68.39
500146,100097,1190,1,41.6
500147,100097,1069,1,89.31
500148,100098,1085,2,26.33
500149,100098,1231,2,45.61
500150,100098,1118,2,89.65
500151,100099,1118,1,98.92
500152,100099,1235,1,28.82
500153,100099,1233,2,75.63
500154,100100,1136,1,107.95
500155,100101,1182,1,32.17
500156,100102,1235,2,29.56
500157,100103,1217,2,$43.04
500158,100104,1015,1,286.17
500159,100105,1203,2,27.2
500160,100106,1234,1,26.01
500161,100107,1179,2,71.79
500162,100107,1189,1,24.58
500163,100108,1227,1,56.51
500164,100109,1291,2,266.59
500165,100110,1288,1,191.38
500166,100110,1264,2,151.43
500167,100111,1230,1,42.02
500168,100111,1109,2,74.3
500169,100112,1236,1,61.03
500170,100112,1208,1,$44.57
500171,100113,1280,2,252.31
500172,100113,1238,1,57.19
500173,100114,1068,1,152.31
500174,100115,1176,2,31.2
500175,100115,1224,3,48.54
500176,100116,1129,1,51.36
500177,100117,1097,1,98.22
500178,100117,1180,1,15.66
500179,100118,1168,1,10.22
500180,100119,1108,1,54.94
500181,100120,1180,1,17.33
500182,100121,1216,1,34.81
500183,100122,1242,-1,38.17
500184,100122,1226,1,34.25
500185,100123,1166,1,63.8
500186,100124,1243,1,63.38
500187,100124,1088,2,96.07
500188,100125,1104,1,53.3
500189,100126,1123,1,24.77
500190,100127,1168,2,10.14
500191,100127,1101,1,92.15
500192,100127,1057,-1,43.14
500193,100128,1280,1,209.34
500194,100128,1160,1,$25.14
500195,100129,1101,2,$123.04
500196,100130,1150,1,47.98
500197,100130,1157,1,19.67
500198,100130,1095,1,101.82
500199,100131,1188,1,47.89
500200,100132,1237,1,48.12
500201,100132,1164,-2,$39.24
500202,100133,1020,1,597.95
500203,100133,1054,1,106.53
500204,100134,1055,2,$70.72
500205,100135,1234,1,26.48
500206,100136,1172,1,44.23
500207,100136,1065,1,52.03
500208,100136,1194,2,64.13
500209,100137,1085,1,24.28
500210,100138,1272,1,379.31
500211,100139,1243,1,55.62
500212,100140,1276,2,274.81
500213,100141,1196,1,23.21
500214,100142,1125,1,42.55
500215,100143,1054,1,136.06
500216,100144,1188,1,63.48
500217,100145,1249,1,12.17
500218,100145,1255,1,187.06
500219,100146,1000,1,146.24
500220,100147,1156,1,55.47
500221,100148,1160,2,32.97
500222,100149,1028,2,204.08
500223,100150,1152,1,$49.77
500224,100150,1168,1,11.72
500225,100150,1263,1,260.91
500226,100151,1124,1,58.97
500227,100151,1124,2,61.49
500228,100151,1248,1,$27.13
500229,100151,1054,1,136.06
500230,100152,1115,1,$31.90
500231,100152,1262,1,173.76
500232,100153,1193,1,58.65
500233,100153,1252,1,83.75
500234,100153,1218,1,9.88
500235,100154,1120,1,$17.80
500236,100154,1124,1,53.99
500237,100155,1163,2,62.4
500238,100155,1085,1,24.6
500239,100156,1104,1,56.04
500240,100157,1234,1,29.43
500241,100158,1103,1,32.71
500242,100159,1013,1,377.93
500243,100159,1079,2,37.99
500244,100159,1228,1,56.84
500245,100160,1273,1,219.7
500246,100161,1242,1,34.2
500247,100161,1222,1,20.31
500248,100162,1166,-2,64.72
500249,100162,1152,1,47.07
500250,100163,1159,1,46.26
500251,100164,1229,2,28.9
500252,100165,1168,1,10.87
500253,100166,1022,1,246.61
500254,100167,1043,1,118.07
500255,100168,1280,1,259.26
500256,100169,1237,0,55.3
500257,100169,1257,1,159.55
500258,100170,1026,1,500.68
500259,100171,1186,1,65.5
500260,100171,1057,1,47.53
500261,100172,1008,1,539.44
500262,100173,1012,1,270.32
500263,100173,1263,2,264.28
500264,100174,1182,1,37.38
500265,100174,1190,1,43.31
500266,100175,1133,2,95.21
500267,100176,1233,2,78.46
500268,100176,1130,1,43.4
500269,100177,1116,1,133.49
500270,100177,1253,1,70.33
500271,100178,1228,2,49.6
500272,100178,1109,2,7578.0
500273,100179,1002,-1,185.09
500274,100180,1080,1,25.49
500275,100180,1174,1,$29.38
500276,100181,1245,1,18.53
500277,100182,1125,2,39.42
500278,100183,1278,1,259.55
500279,100184,1160,1,29.11
500280,100185,1133,2,103.74
500281,100186,1165,1,75.12
500282,100187,1065,1,64.08
500283,100188,1170,1,37.17
500284,100188,1120,1,17.1
500285,100188,1234,2,31.05
500286,100189,1208,1,48.47
500287,100190,1244,2,61.91
500288,100190,1230,1,30.63
500289,100191,1170,1,36.76
500290,100191,1268,1,70.37
500291,100192,1115,1,$33.69
500292,100193,1194,1,62.26
500293,100194,1268,1,77.92
500294,100194,1247,1,50.09
500295,100194,1024,1,178.22
500296,100194,1136,1,119.28
500297,100194,1232,1,45.01
500298,100195,1097,1,$121.18
500299,100196,1224,1,50.42
500300,100196,1152,1,50.49
500301,100197,1067,2,136.49
500302,100197,1156,1,53.24
500303,100197,1120,1,15.25
500304,100198,1079,2,32.56
500305,100199,1183,1,27.17
500306,100199,1152,1,49.89
500307,100200,1254,1,$91.52
500308,100200,1183,1,23.13
500309,100200,1191,1,30.07
500310,100201,1210,1,10.33
500311,100201,1017,1,690.25
500312,100201,1201,2,34.27
500313,100201,1196,1,23.01
500314,100202,1184,1,32.95
500315,100203,1239,1,13.1
500316,100203,1132,2,39.24
500317,100203,1050,1,95.87
500318,100204,1189,1,21.92
500319,100205,1176,2,25.02
500320,100205,1123,1,19.14
500321,100205,1170,1,34.57
500322,100206,1186,1,66.46
500323,100207,1152,1,53.07
500324,100207,1229,2,31.81
500325,100207,1097,,106.0
500326,100207,1176,1,32.93
500327,100208,1249,1,11.23
500328,100209,1087,1,115.09
500329,100209,1165,1,74.92
500330,100209,1280,1,271.94
500331,100210,1149,1,59.26
500332,100211,1177,1,44.23
500333,100212,1247,1,46.42
500334,100212,1209,1,18.91
500335,100213,1199,1,57.8
500336,100213,1185,2,$65.71
500337,100213,1063,1,95.14
500338,100214,1160,1,33.37
500339,100215,1144,1,126.12
500340,100215,1214,1,54.88
500341,100215,1014,1,169.71
500342,100216,1170,1,38.72
500343,100217,1292,1,209.16
500344,100218,1120,2,15.96
500345,100219,1226,1,35.29
500346,100219,1280,1,278.78
500347,100220,1220,1,61.96
500348,100221,1182,1,33.82
500349,100221,1119,1,$69.45
500350,100222,1228,1,47.72
500351,100222,1233,1,67.77
500352,100222,1233,1,75.62
500353,100223,1134,1,$63.65
500354,100224,1226,2,32.16
500355,100224,1173,1,50.87
500356,100225,1145,1,37.44
500357,100225,1118,1,101.9
500358,100226,1229,1,27.49
500359,100226,1010,1,267.01
500360,100227,1279,1,165.22
500361,100227,1205,1,61.82
500362,100228,1056,1,148.45
500363,100229,1230,2,42.02
500364,100230,1042,1,247.62
500365,100231,1267,1,161.38
500366,100231,1100,2,32.53
500367,100232,1108,2,62.51
500368,100233,1229,1,25.45
500369,100233,1244,1,49.57
500370,100234,93722,2,$23.51
500371,100235,1239,1,14.39
500372,100236,1255,1,165.92
500373,100236,1261,1,73.39
500374,100236,1033,2,306.16
500375,100237,1136,1,123.67
500376,100237,1171,1,50.1
500377,100238,1015,1,239.84
500378,100239,1122,1,32.58
500379,100239,1084,1,$22.20
500380,100240,1119,1,$59.44
500381,100240,1193,1,67.42
500382,100241,1095,1,86.63
500383,100242,1246,2,35.46
500384,100242,1241,1,18.43
500385,100242,1149,1,$49.54
500386,100243,1183,1,27.28
500387,100244,1010,1,252.06
500388,100245,1272,1,330.87
500389,100245,1103,1,42.69
500390,100245,1168,1,9.61
500391,100246,1068,1,149.24
500392,100246,1079,1,38.72
500393,100247,1031,1,143.11
500394,100247,1096,1,67.31
500395,100248,1007,1,449.22
500396,100249,1175,1,67.8
500397,100250,1241,1,21.94
500398,100250,1169,2,109.05
500399,100251,1212,1,29.67
500400,100252,1255,1,156.79
500401,100252,1229,1,26.73
500402,100253,1079,1,30.5
500403,100254,1108,1,59.41
500404,100255,1194,2,62.04
500405,100256,1057,2,50.54
500406,100256,1224,1,48.95
500407,100257,1068,1,145.32
500408,100257,1101,1,119.9
500409,100258,1289,1,117.3
500410,100259,1177,2,43.27
500411,100260,1037,1,604.77
500412,100261,1276,1,275.83
500413,100261,1004,1,685.2
500414,100261,1014,1,177.53
500415,100262,1077,2,86.32
500416,100262,1185,1,$64.32
500417,100263,1063,1,97.27
500418,100264,1174,1,23.23
500419,100264,1082,1,56.62
500420,100265,1228,1,$55.49
500421,100266,1123,1,24.24
500422,100267,1207,1,23.84
500423,100267,1117,1,108.56
500424,100267,1138,2,93.37
500425,100267,1132,1,47.3
500426,100268,1193,1,75.88
500427,100268,1190,1,43.31
500428,100269,1100,2,34.29
500429,100270,1278,1,278.96
500430,100271,1055,1,72.46
500431,100272,1130,1,45.6
500432,100272,1159,1,47.14
500433,100273,1071,1,38.32
500434,100273,1217,1,40.5
500435,100274,1235,2,29.56
500436,100275,1228,2,49.28
500437,100276,1232,1,45.01
500438,100276,1096,2,75.76
500439,100276,1233,1,74.04
500440,100277,1088,2,103.43
500441,100278,1014,-2,192.73
500442,100278,1203,2,26.19
500443,100279,1214,1,60.47
500444,100279,1170,1,38.75
500445,100280,1268,1,63.05
500446,100280,1092,1,96.84
500447,100281,1165,3,58.59
500448,100282,1203,2,28.56
500449,100283,1212,1,25.15
500450,100284,1247,1,41.86
500451,100284,1150,1,49.93
500452,100285,1203,1,21.42
500453,100286,1258,2,$70.23
500454,100287,1115,1,$33.67
500455,100288,1280,1,210.38
500456,100288,1224,2,$43.63
500457,100288,1160,1,32.24
500458,100288,1066,1,39.71
500459,100289,1247,1,51.53
500460,100290,1193,3,64.89
500461,100291,1200,1,57.43
500462,100291,1239,1,15.68
500463,100291,1161,1,$55.53
500464,100292,1127,1,44.71
500465,100293,1170,2,36.81
500466,100294,1084,1,25.91
500467,100294,1164,1,41.59
500468,100295,1233,1,72.16
500469,100296,1065,1,53.65
500470,100297,1188,1,54.11
500471,100298,1231,-1,46.45
500472,100299,1286,1,110.87
500473,100299,1076,1,$61.54
500474,100300,1249,1,12.54
500475,100300,1193,1,70.6
500476,100301,1177,2,44.92
500477,100301,1118,1,98.01
500478,100302,1209,1,20.18
500479,100303,1252,1,127.19
500480,100304,1042,1,235.96
500481,100305,1063,1,$86.27
500482,100306,1247,1,47.35
500483,100306,1051,1,125.7
500484,100307,1108,2,67.42
500485,100308,1249,3,12.47
500486,100309,1233,1,70.2
500487,100310,1244,1,55.72
500488,100310,1071,2,33.73
500489,100311,1282,1,$22.67
500490,100312,1150,1,54.27
500491,100312,1172,1,47.63
500492,100313,1137,1,106.88
500493,100314,1227,1,67.28
500494,100315,1136,1,127.84
500495,100316,1166,1,61.2
500496,100317,1196,1,$20.10
500497,100318,1127,1,49.66
500498,100318,1198,1,37.7
500499,100319,1065,1,58.13
500500,100320,1120,1,19.45
500501,100321,1222,1,22.99
500502,100322,1214,1,56.41
500503,100323,1200,1,50.85
500504,100324,1166,1,59.93
500505,100325,1224,1,38.09
500506,100326,1107,2,146.89
500507,100327,1281,1,132.3
500508,100328,1013,3,334.09
500509,100328,1293,2,196.41
500510,100328,1165,1,65.02
500511,100329,1054,1,113.36
500512,100330,1168,1,10.66
500513,100331,1108,2,61.5
500514,100331,1154,1,55.96
500515,100332,1209,2,18.6
500516,100333,1141,1,66.15
500517,100334,1232,1,34.8
500518,100334,1208,1,$37.86
500519,100335,1082,1,66.05
500520,100336,1289,1,90.78
500521,100337,1285,1,146.39
500522,100338,1084,1,21.63
500523,100339,1150,1,54.17
500524,100340,1096,2,69.18
500525,100341,1210,1,10.17
500526,100341,1046,1,219.75
500527,100342,1193,1,59.38
500528,100342,1247,1,49.31
500529,100343,1137,1,99.88
500530,100344,1224,1,44.68
500531,100345,1114,2,57.06
500532,100346,1211,1,$31.33
500533,100347,1075,1,30.81
500534,100347,1166,1,55.48
500535,100348,1248,1,27.13
500536,100349,1210,1,10.75
500537,100350,1003,2,272.71
500538,100350,1234,2,29.33
500539,100351,1172,1,47.2
500540,100352,1013,1,361.01
500541,100353,1112,1,173.13
500542,100353,1238,1,48.69
500543,100354,1267,1,153.19
500544,100354,1069,1,95.96
500545,100355,1084,1,25.13
500546,100355,1263,1,305.24
500547,100356,1116,1,132.49
500548,100357,1210,2,9.5
500549,100357,1182,1,29.43
500550,100358,1152,-1,48.78
500551,100359,1246,1,38.44
500552,100360,1268,1,70.33
500553,100361,1235,1,30.6
500554,100362,1015,1,257.15
500555,100362,1252,2,109.23
500556,100363,1165,1,62.42
500557,100363,1145,2,36.42
500558,100364,1104,1,43.13
500559,100364,1062,1,$79.08
500560,100365,1061,1,88.04
500561,100366,1054,1,131.96
500562,100367,1182,1,35.04
500563,100367,1159,1,47.0
500564,100368,1095,2,101.04
500565,100368,1083,1,86.43
500566,100369,1210,1,8.8
500567,100370,1245,2,16.78
500568,100370,1198,1,30.12
500569,100371,1097,1,96.31
500570,100371,1209,2,18.21
500571,100372,1219,1,73.42
500572,100373,1098,1,106.9
500573,100374,1220,1,53.18
500574,100374,1273,1,248.17
500575,100375,1297,1,26.48
500576,100376,1243,1,63.92
500577,100377,1178,2,26.14
500578,100377,1238,1,49.68
500579,100378,1220,2,52.59
500580,100379,1152,1,40.54
500581,100379,1059,1,155.09
500582,100380,1103,1,46.27
500583,100380,1152,1,49.2
500584,100380,1230,1,41.52
500585,100381,1267,1,154.0
500586,100382,1231,1,52.4
500587,100383,1253,1,76.11
500588,100384,1165,1,69.65
500589,100385,1078,2,52.66
500590,100385,1061,1,$82.55
500591,100386,1292,1,158.29
500592,100387,1183,1,23.26
500593,100388,1092,1,117.75
500594,100389,1205,1,64.34
500595,100390,1238,1,59.78
500596,100391,1247,2,38.58
500597,100392,1124,1,52.02
500598,100392,1234,1,27.94
500599,100393,1104,1,51.25
500600,100394,1231,1,57.62
500601,100394,1234,2,26.43
500602,100394,1015,1,257.18
500603,100395,1268,1,68.42
500604,100395,1257,1,144.91
500605,100395,1235,1,23.68
500606,100396,1087,1,120.73
500607,100397,1115,1,28.31
500608,100398,1256,1,48.58
500609,100399,1178,1,29.94
500610,100400,1159,1,40.28
500611,100400,1082,1,47.99
500612,100400,1166,3,54.22
500613,100401,1182,1,29.09
500614,100402,1230,2,38.04
500615,100402,1136,2,107.74
500616,100403,1133,1,104.54
500617,100403,1270,1,194.34
500618,100403,1137,1,101.22
500619,100404,1138,1,97.5
500620,100404,1245,2,15.56
500621,100405,1089,2,33.8
500622,100406,1224,,41.63
500623,100406,1231,1,49.49
500624,100407,1237,1,51.85
500625,100407,1102,1,54.76
500626,100408,1161,1,$45.98
500627,100409,1142,1,50.49
500628,100410,1057,1,42.49
500629,100410,1207,2,23.17
500630,100411,1032,1,$262.87
500631,100412,1106,1,76.6
500632,100413,1069,1,84.2
500633,100413,1069,1,87.57
500634,100414,1266,2,138.1
500635,100414,1227,1,54.71
500636,100415,1193,2,68.16
500637,100416,1047,1,444.4
500638,100417,1127,1,47.69
500639,100417,1066,2,39.48
500640,100418,1106,2,70.93
500641,100419,1157,1,25.97
500642,100419,1211,1,42.08
500643,100420,96261,1,128.93
500644,100421,1178,1,28.67
500645,100421,1076,1,67.97
500646,100422,1144,1,131.03
500647,100423,1252,2,122.14
500648,100423,1061,2,105.07
500649,100424,1245,1,15.04
500650,100424,1097,1,91.55
500651,100425,1234,1,23.55
500652,100426,1183,1,23.73
500653,100427,1068,1,146.52
500654,100427,1064,1,46.67
500655,100427,1161,1,52.88
500656,100428,1247,1,40.76
500657,100429,1230,2,35.41
500658,100430,1194,1,59.28
500659,100431,1179,1,62.26
500660,100432,1177,1,36.47
500661,100433,1148,1,21.34
500662,100434,1014,1,163.37
500663,100435,1233,1,71.93
500664,100435,1050,1,105.08
500665,100435,1178,2,30.37
500666,100436,1257,1,148.22
500667,100437,1145,1,30.69
500668,100438,1052,2,43.34
500669,100439,1123,1,18.93
500670,100440,1125,1,34.72
500671,100441,1165,1,60.86
500672,100441,1224,1,36.7
500673,100442,1096,1,75.76
500674,100443,1229,1,24.85
500675,100444,1050,2,78.96
500676,100445,1160,1,33.96
500677,100445,1164,1,$36.74
500678,100446,1278,1,242.22
500679,100447,1224,1,45.19
500680,100448,1182,1,28.43
500681,100449,1141,2,54.0
500682,100450,1189,1,21.46
500683,100450,1127,1,44.48
500684,100451,1114,1,69.05
500685,100451,1066,1,44.16
500686,100452,1178,1,$27.05
500687,100453,1252,1,112.49
500688,100453,1293,2,199.83
500689,100453,1185,1,67.35
500690,100454,1013,1,346.46
500691,100455,1247,1,48.93
500692,100456,1228,2,48.29
500693,100457,1224,1,50.42
500694,100458,1196,1,24.46
500695,100458,1176,1,34.59
500696,100459,1203,1,24.63
500697,100460,1224,1,43.97
500698,100461,1066,1,$37.52
500699,100462,1066,1,38.94
500700,100462,1085,1,26.97
500701,100463,1229,1,29.25
500702,100463,1207,2,20.66
500703,100464,1157,1,24.49
500704,100465,1043,1,109.54
500705,100466,1200,1,$45.61
500706,100466,1096,2,58.66
500707,100467,1020,1,559.48
500708,100468,1097,1,$96.81
500709,100469,1165,1,68.65
500710,100469,1176,2,$30.94
500711,100470,1080,1,23.64
500712,100471,1056,,156.85
500713,100471,1161,1,46.22
500714,100472,1194,2,62.33
500715,100472,1241,1,19.28
500716,100473,1255,1,179.14
500717,100474,1133,1,85.01
500718,100474,1118,1,96.98
500719,100475,1202,1,10.52
500720,100476,1211,1,31.55
500721,100476,1163,1,67.87
500722,100477,1286,1,116.14
500723,100478,1212,2,26.27
500724,100479,1061,1,$102.11
500725,100479,1129,1,61.39
500726,100480,1146,1,43.43
500727,100481,1123,1,20.13
500728,100482,1097,1,101.46
500729,100483,1109,2,69.58
500730,100484,1127,2,43.04
500731,100485,1054,1,120.69
500732,100486,1228,1,57.12
500733,100486,1141,4,72.96
500734,100487,1131,1,70.22
500735,100488,1223,2,57.78
500736,100488,1112,3,158.71
500737,100489,1084,1,21.31
500738,100489,1274,1,97.31
500739,100490,1233,1,$58.88
500740,100490,1247,2,50.56
500741,100491,1046,1,232.27
500742,100491,1094,1,38.53
500743,100492,1224,1,$45.66
500744,100492,1215,1,63.45
500745,100493,1229,1,29.62
500746,100494,1263,1,275.71
500747,100494,1230,1,$34.35
500748,100495,1144,1,128.39
500749,100495,1050,1,94.35
500750,100495,1044,1,$503.70
500751,100495,1209,1,$21.33
500752,100496,1168,2,9.41
500753,100497,1259,1,$26.79
500754,100497,1125,1,42.55
500755,100497,1089,1,28.45
500756,100498,1209,2,18.12
500757,100498,1184,1,36.29
500758,100499,1160,1,29.9
500759,100500,1137,1,100.0
500760,100500,1068,1,140.27
500761,100501,1247,2,52.12
500762,100502,1157,1,$25.67
500763,100502,1152,1,41.01
500764,100502,1130,1,42.82
500765,100503,1238,1,51.94
500766,100504,1141,1,$58.30
500767,100505,1118,1,97.73
500768,100505,1046,1,229.54
500769,100505,1229,1,28.77
500770,100506,1007,1,384.3
500771,100506,1282,2,20.36
500772,100507,1145,1,30.99
500773,100508,1022,2,217.82
500774,100508,1127,1,39.09
500775,100509,1130,2,34.27
500776,100510,1210,1,9.37
500777,100511,1184,1,$43.58
500778,100512,1078,1,48.43
500779,100513,1235,1,28.22
500780,100514,1226,1,35.45
500781,100515,1199,1,47.14
500782,100515,1095,2,93.68
500783,100516,1083,1,89.19
500784,100517,1143,3,$36.27
500785,100517,1070,2,168.36
500786,100517,1272,1,394.03
500787,100518,1281,2,142.25
500788,100519,1152,1,45.45
500789,100520,1083,1,83.49
500790,100521,1271,1,90.71
500791,100522,1149,1,53.93
500792,100522,1165,1,75.12
500793,100522,1048,1,200.94
500794,100523,1183,1,24.05
500795,100524,1228,2,53.96
500796,100524,1076,1,67.54
500797,100525,94545,1,118.46
500798,100525,1111,1,56.94
500799,100526,1097,1,94.37
500800,100527,1227,1,62.65
500801,100528,1122,2,35.99
500802,100529,1001,1,152.05
500803,100530,1185,1,60.06
500804,100530,1183,1,20.3
500805,100531,1249,1,10.98
500806,100531,1084,1,23.54
500807,100532,1176,1,29.12
500808,100532,1166,1,60.94
500809,100533,1298,1,75.59
500810,100533,1126,1,88.8
500811,100534,1118,2,95.66
500812,100535,1169,1,$95.07
500813,100535,1233,1,61.65
500814,100535,1072,1,37.16
500815,100535,1097,1,94.49
500816,100536,1168,1,9.02
500817,100537,1235,3,29.07
500818,100537,1255,2,186.84
500819,100538,1179,1,$70.88
500820,100538,1131,1,64.48
500821,100538,1257,1,162.64
500822,100539,1169,1,104.28
500823,100540,1120,2,16.96
500824,100540,1004,1,600.37
500825,100540,1169,2,101.0
500826,100541,1248,1,$23.57
500827,100542,1158,1,10.83
500828,100543,1239,1,14.5
500829,100543,1247,1,53.76
500830,100544,1176,2,28.11
500831,100545,1278,1,235.13
500832,100545,1232,1,34.73
500833,100546,1164,1,33.47
500834,100547,1152,1,48.11
500835,100548,1142,1,53.61
500836,100548,1065,-1,58.95
500837,100549,1208,1,$41.94
500838,100550,1097,2,121.06
500839,100550,1092,2,120.06
500840,100550,1123,1,25.85
500841,100550,1267,2,149.73
500842,100551,1211,1,33.36
500843,100551,1234,1,23.41
500844,100551,1043,2,108.49
500845,100551,1043,2,98.58
500846,100552,1152,1,43.16
500847,100553,1112,1,$152.39
500848,100553,1125,1,31.29
500849,100554,1182,1,34.62
500850,100555,1133,1,90.53
500851,100556,1228,1,44.06
500852,100556,1198,1,35.12
500853,100557,1244,1,56.16
500854,100558,1015,1,236.62
500855,100559,1233,1,75.27
500856,100560,1072,1,42.18
500857,100560,1095,1,91.59
500858,100561,1056,1,146.77
500859,100562,1162,1,10.53
500860,100563,1171,1,50.11
500861,100563,1156,2,$44.55
500862,100564,1119,1,66.16
500863,100564,1118,1,97.55
500864,100565,1150,1,52.58
500865,100566,1100,1,28.35
500866,100566,1182,2,27.93
500867,100566,1106,1,63.54
500868,100567,1212,1,23.61
500869,100568,1271,1,96.45
500870,100569,1002,1,184.3
500871,100569,1115,2,32.39
500872,100570,1161,2,41.17
500873,100571,1230,1,$41.41
500874,100572,1246,1,38.52
500875,100572,1291,1,267.62
500876,100573,1220,1,44.94
500877,100573,1252,1,105.74
500878,100574,1096,2,64.22
500879,100575,1004,1,590.92
500880,100576,1065,1,60.97
500881,100577,1188,2,$61.91
500882,100578,1278,1,276.47
500883,100578,1157,1,25.63
500884,100579,1173,1,50.77
500885,100579,1233,1,68.29
500886,100579,1227,1,60.55
500887,100580,1124,2,65.08
500888,100581,1057,2,50.36
500889,100581,1248,1,24.9
500890,100582,1228,1,50.01
500891,100583,1246,1,35.17
500892,100584,1210,1,8.95
500893,100585,1254,1,85.33
500894,100585,1121,1,33.54
500895,100586,1123,3,22.97
500896,100587,1247,1,49.26
500897,100588,1247,1,55.0
500898,100589,1069,1,74.7
500899,100590,1118,1,79.13
500900,100591,1245,1,18.08
500901,100592,1271,2,72.61
500902,100592,1229,1,27.97
500903,100593,1128,1,54.26
500904,100593,1095,1,82.12
500905,100594,1043,1,113.74
500906,100595,1178,1,32.5
500907,100596,1234,1,30.18
500908,100597,1249,1,11.05
500909,100597,1255,3,162.52
500910,100598,1088,1,95.57
500911,100598,1229,1,28.09
500912,100598,1235,1,28.96
500913,100599,1159,1,50.92
500914,100600,1090,1,84.58
500915,100601,1202,1,11.24
500916,100601,1127,3,$50.95
500917,100601,1256,2,48.21
500918,100602,1188,1,56.37
500919,100603,1178,1,25.39
500920,100604,1191,1,31.96
500921,100604,1194,2,67.46
500922,100605,1157,1,$22.77
500923,100606,1043,1,126.36
